day,time,강수확률,일최저기온,1시간기온,하늘상태,일최고기온,습도,풍향,1시간강수량,풍속,수평면,외기온도,경사면,모듈온도,축구장,학생회관,중앙창고,학사과정,다산빌딩,시설관리동,대학C동,동물실험동,중앙도서관,LG도서관,신재생에너지동,삼성환경동,중앙연구기기센터,산업협력관,기숙사 B동
2022-07-04,3,30.0,25.0,25.0,4.0,32.0,90.0,125.0,0.0,2.1,0.0,27.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04,4,30.0,25.0,25.0,4.0,32.0,90.0,115.0,0.0,1.7,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04,5,30.0,25.0,24.0,4.0,32.0,90.0,112.0,0.0,1.6,0.0,24.4,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04,6,30.0,25.0,25.0,4.0,32.0,90.0,106.0,0.0,1.8,1.0,25.2,0.0,23.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.3,-0.0
2022-07-04,7,20.0,25.0,26.0,3.0,32.0,85.0,115.0,0.0,2.3,32.0,25.6,30.0,25.6,1.1,1.0,0.4,0.0,0.6,1.8,0.6,1.3,0.8,1.0,1.0,1.6,3.0,4.0,1.6
2022-07-04,8,30.0,25.0,27.0,4.0,32.0,80.0,120.0,0.0,3.0,351.0,33.8,290.0,33.8,31.5,13.7,8.5,7.6,9.2,28.8,4.0,7.9,7.9,12.9,15.8,13.9,25.9,22.2,11.0
2022-07-04,9,30.0,25.0,29.0,4.0,32.0,75.0,122.0,0.0,3.2,268.0,32.2,258.0,33.8,34.1,10.8,6.8,5.8,8.1,26.6,3.3,9.3,7.3,9.5,15.7,13.7,24.9,26.1,10.7
2022-07-04,10,20.0,25.0,30.0,3.0,32.0,70.0,124.0,0.0,2.9,281.0,34.1,270.0,34.0,43.8,11.3,6.7,5.9,8.7,27.4,3.3,10.7,6.9,9.3,16.2,14.8,26.3,30.2,11.2
2022-07-04,11,20.0,25.0,31.0,3.0,32.0,65.0,127.0,0.0,2.6,175.0,31.8,170.0,31.3,20.1,6.9,4.6,5.8,6.8,16.6,3.0,8.3,5.2,7.4,13.4,11.2,22.4,26.6,11.3
2022-07-04,12,20.0,25.0,31.0,3.0,32.0,65.0,129.0,0.0,2.8,138.0,32.2,132.0,33.2,14.8,5.2,2.9,2.7,4.0,12.2,1.8,4.9,3.5,4.7,8.4,7.1,12.7,14.2,5.9
2022-07-04,13,20.0,25.0,32.0,3.0,32.0,60.0,134.0,0.0,2.8,421.0,34.5,399.0,36.8,49.1,16.1,9.9,9.5,12.5,41.5,5.3,13.9,11.3,15.4,24.9,21.4,40.2,39.7,17.8
2022-07-04,14,60.0,25.0,32.0,3.0,32.0,60.0,135.0,6.0,2.7,239.0,36.2,194.0,36.8,21.3,8.2,4.8,2.4,5.4,18.3,2.7,6.6,5.5,7.5,12.8,10.3,19.2,19.0,8.9
2022-07-04,15,30.0,25.0,32.0,4.0,32.0,65.0,145.0,0.0,2.4,216.0,34.3,191.0,35.2,22.7,8.0,4.9,2.3,5.8,18.3,2.8,7.1,5.4,7.4,12.7,10.6,19.8,20.4,9.2
2022-07-04,16,30.0,25.0,31.0,4.0,32.0,65.0,148.0,0.0,1.9,137.0,35.6,147.0,36.8,17.6,5.6,3.3,1.2,4.7,14.3,2.0,5.7,3.9,5.2,9.0,8.1,14.6,15.8,6.3
2022-07-04,17,60.0,25.0,31.0,4.0,32.0,65.0,110.0,17.0,1.2,467.0,40.8,478.0,44.9,50.4,17.1,8.0,4.6,14.7,46.3,6.2,17.0,13.2,15.9,28.2,25.6,47.5,48.2,20.0
2022-07-04,18,60.0,25.0,30.0,4.0,32.0,65.0,53.0,4.0,1.0,79.0,33.3,80.0,33.2,9.4,3.4,1.5,0.7,2.8,8.5,1.4,3.5,2.6,3.2,5.9,5.0,9.2,9.9,3.9
2022-07-04,19,30.0,25.0,29.0,4.0,32.0,75.0,6.0,0.0,1.0,0.0,28.2,0.0,25.8,0.0,0.0,0.0,0.0,-0.4,-0.5,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.1
2022-07-04,20,60.0,25.0,28.0,4.0,32.0,80.0,10.0,3.0,1.1,0.0,26.1,0.0,25.7,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04,21,30.0,25.0,27.0,4.0,32.0,80.0,14.0,0.0,1.2,0.0,25.9,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04,22,30.0,25.0,26.0,4.0,32.0,85.0,18.0,0.0,0.9,0.0,26.0,0.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04,23,20.0,25.0,26.0,3.0,32.0,90.0,45.0,0.0,1.0,0.0,25.4,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,0,30.0,25.0,26.0,4.0,31.0,90.0,153.0,0.0,0.7,0.0,25.1,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,1,30.0,25.0,25.0,4.0,31.0,90.0,104.0,0.0,0.8,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,2,30.0,25.0,25.0,4.0,31.0,95.0,157.0,0.0,0.8,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,3,30.0,25.0,25.0,4.0,31.0,90.0,194.0,0.0,0.8,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,4,30.0,25.0,25.0,4.0,31.0,95.0,240.0,0.0,0.8,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,5,30.0,25.0,25.0,4.0,31.0,95.0,252.0,0.0,0.9,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,6,30.0,25.0,25.0,4.0,31.0,95.0,270.0,0.0,0.8,23.0,25.2,21.0,23.0,0.5,0.7,0.0,0.0,0.0,1.0,0.5,0.8,0.5,0.0,0.0,0.0,0.4,2.3,0.8
2022-07-05,7,30.0,25.0,26.0,4.0,31.0,90.0,285.0,0.0,1.1,128.0,28.5,110.0,28.3,11.9,4.6,2.8,2.5,2.7,9.9,1.6,3.9,2.9,3.9,7.1,5.7,10.3,10.9,4.7
2022-07-05,8,30.0,25.0,27.0,4.0,31.0,85.0,299.0,0.0,1.3,194.0,31.4,159.0,29.7,17.4,7.1,4.6,3.7,4.1,15.4,2.1,5.3,4.2,5.5,10.0,8.2,15.0,15.0,6.8
2022-07-05,9,30.0,25.0,28.0,4.0,31.0,80.0,315.0,0.0,1.3,283.0,37.0,253.0,36.6,32.7,11.0,7.4,5.9,7.3,24.8,3.2,8.7,6.7,8.8,15.5,13.5,24.2,24.6,10.4
2022-07-05,10,30.0,25.0,29.0,4.0,31.0,75.0,315.0,0.0,1.4,388.0,39.5,332.0,43.4,41.3,13.7,8.9,3.2,8.8,32.3,3.8,11.0,8.7,11.5,19.3,17.0,30.4,30.3,12.0
2022-07-05,11,30.0,25.0,30.0,4.0,31.0,70.0,312.0,0.0,1.3,215.0,43.6,215.0,46.5,103.5,9.1,5.6,2.6,7.4,21.9,3.0,10.2,5.8,7.9,14.3,13.0,23.8,29.5,11.4
2022-07-05,12,30.0,25.0,30.0,4.0,31.0,70.0,301.0,0.0,1.2,1144.0,51.5,1111.0,63.3,128.6,34.1,21.2,10.9,27.7,95.6,11.6,32.1,25.1,37.1,58.1,52.7,97.4,96.8,41.9
2022-07-05,13,30.0,25.0,31.0,4.0,31.0,65.0,300.0,0.0,0.8,562.0,41.2,529.0,45.1,64.8,20.6,12.6,5.8,16.4,52.9,6.7,18.1,14.6,20.1,32.4,28.2,52.9,51.5,22.9
2022-07-05,14,30.0,25.0,32.0,4.0,31.0,65.0,270.0,0.0,1.1,331.0,36.1,339.0,39.6,42.2,13.3,8.4,3.5,11.5,34.6,4.7,12.4,9.8,13.3,21.6,19.0,35.2,35.2,15.3
2022-07-05,15,30.0,25.0,32.0,4.0,31.0,65.0,260.0,0.0,1.7,267.0,36.1,240.0,36.8,27.7,9.8,5.7,2.5,7.0,23.8,3.2,7.9,6.7,9.0,14.8,12.5,23.0,21.7,9.7
